Age,Gender,Location,Highest_qualification,Stream,Current_Academic_Level,Grade_CGPA_Percentage,Technical_Skills,Soft_Skills,Languages_Known,Certifications,Fields_of_Interest,Preferred_Work_Style,Work_Type_Interest,Past_Jobs_Internships,Achievements,Skills_Gained,Willing_to_Relocate,Suggested_Career_Path
23,Female,Hyderabad,B.Sc,Commerce,Student,95.8,"JavaScript, Node.js","Problem Solving, Teamwork, Communication","Tamil, Kannada","AWS, Python",Software Development,Office,Creative,Freelance Project,Hackathon Winner,Problem Solving,Yes,Software Engineer
24,Male,Bangalore,B.Tech,IT,Student,97.03,"Python, Java","Communication, Leadership, Creativity",Hindi,,Management,Office,Social,Freelance Project,Top Performer,Problem Solving,Yes,Operations Manager
19,Female,Mumbai,MCA,BBA,Graduate,71.19,"C++, Data Analysis","Communication, Problem Solving","Kannada, English",,Software Development,Remote,Social,Freelance Project,Published Paper,Programming,No,Full Stack Developer
18,Female,Mumbai,10th,CSE,Working Professional,85.33,"JavaScript, HTML/CSS","Teamwork, Problem Solving","Hindi, Marathi",GCP,AI/ML,Office,Social,None,Hackathon Winner,Programming,Yes,Machine Learning Engineer
19,Other,Chennai,10th,IT,Working Professional,59.95,"SQL, React","Communication, Teamwork",Tamil,GCP,Marketing,Remote,Technical,None,None,Data Analysis,Yes,Digital Marketing Specialist
18,Other,Bangalore,10th,EEE,Working Professional,53.94,JavaScript,Leadership,"Telugu, Hindi",Full Stack Development,Data Science,Hybrid,Technical,Part-time Job,Published Paper,Teamwork,No,Data Analyst
29,Female,Chennai,MBA,Mechanical,Graduate,86.15,"HTML/CSS, Node.js, JavaScript",Leadership,Hindi,,AI/ML,Remote,Social,Internship at XYZ,Published Paper,Problem Solving,No,Deep Learning Engineer
30,Female,Hyderabad,12th,IT,Student,76.32,"Python, Java, SQL","Time Management, Creativity",Hindi,"Azure, GCP",Data Science,Field Work,Social,Research Assistant,Employee of the Month,Project Management,Yes,Data Scientist
20,Female,Delhi,M.Tech,CSE,Graduate,67.69,"SQL, Java",Problem Solving,"English, Marathi",AWS,AI/ML,Remote,Technical,Freelance Project,Employee of the Month,Teamwork,No,AI Researcher
25,Female,Chennai,M.Tech,Mechanical,Student,61.72,"Data Analysis, HTML/CSS","Creativity, Leadership",Hindi,Azure,Data Science,Hybrid,Analytical,Research Assistant,None,Problem Solving,Yes,Data Analyst
24,Female,Hyderabad,B.Tech,EEE,Graduate,73.85,Data Analysis,"Problem Solving, Teamwork","Tamil, Hindi",Machine Learning,Data Science,Remote,Social,Freelance Project,Published Paper,Problem Solving,No,Business Analyst
22,Other,Delhi,10th,Commerce,Working Professional,95.54,JavaScript,"Teamwork, Problem Solving, Leadership",Marathi,,Software Development,Hybrid,Creative,Part-time Job,None,Problem Solving,No,Frontend Developer
20,Other,Vizag,MCA,IT,Working Professional,59.46,C++,Problem Solving,Kannada,,Cybersecurity,Office,Technical,Startup Experience,Awarded Best Project,Problem Solving,No,Cybersecurity Analyst
26,Male,Bangalore,MCA,EEE,Student,75.64,"Python, HTML/CSS, JavaScript","Time Management, Creativity, Problem Solving","Tamil, Kannada",AWS,Design,Field Work,Social,Internship at XYZ,Published Paper,Teamwork,No,UI/UX Designer
19,Other,Chennai,M.Tech,Mechanical,Working Professional,95.14,Node.js,"Problem Solving, Creativity, Communication","Kannada, Marathi","AWS, Full Stack Development",Data Science,Field Work,Technical,None,Hackathon Winner,Leadership,No,Data Analyst
19,Female,Bangalore,12th,ECE,Student,61.24,Java,"Communication, Leadership, Time Management",Hindi,Python,AI/ML,Remote,Analytical,None,Employee of the Month,Data Analysis,No,Deep Learning Engineer
20,Female,Pune,B.Tech,Civil,Working Professional,78.0,"C++, JavaScript","Problem Solving, Creativity",Hindi,Machine Learning,Software Development,Office,Social,Internship at XYZ,None,Programming,Yes,Backend Developer
29,Male,Chennai,B.Sc,BBA,Graduate,68.48,Node.js,Communication,Tamil,,Software Development,Field Work,Technical,Research Assistant,Hackathon Winner,Programming,Yes,Backend Developer
28,Other,Bangalore,MBA,ECE,Working Professional,83.43,"C++, JavaScript","Leadership, Teamwork, Communication",English,"GCP, Machine Learning",Management,Office,Social,Part-time Job,None,Problem Solving,Yes,Operations Manager
23,Other,Hyderabad,MBA,BBA,Student,59.54,React,"Teamwork, Communication",Telugu,"AWS, Data Science",Cybersecurity,Field Work,Analytical,None,Awarded Best Project,Data Analysis,No,Security Engineer
29,Male,Vizag,12th,IT,Student,89.04,"JavaScript, React, Python","Time Management, Leadership","English, Kannada",Python,Design,Office,Social,Part-time Job,None,Teamwork,Yes,Graphic Designer
27,Male,Chennai,10th,EEE,Working Professional,93.5,JavaScript,"Creativity, Teamwork",Tamil,,Software Development,Office,Analytical,Freelance Project,Hackathon Winner,Programming,Yes,Software Engineer
20,Male,Delhi,MBA,IT,Graduate,70.51,C++,"Time Management, Communication","Hindi, Marathi",,AI/ML,Office,Social,Freelance Project,Employee of the Month,Problem Solving,Yes,Machine Learning Engineer
18,Female,Chennai,MBA,Mechanical,Student,84.67,SQL,"Leadership, Time Management, Problem Solving",Marathi,,Marketing,Field Work,Social,Part-time Job,Awarded Best Project,Teamwork,Yes,Digital Marketing Specialist
18,Other,Chennai,B.Sc,Commerce,Graduate,89.82,"JavaScript, Node.js",Teamwork,"Hindi, Telugu",Data Science,Design,Field Work,Technical,None,Published Paper,Leadership,No,Product Designer
28,Male,Mumbai,MCA,IT,Graduate,66.03,"HTML/CSS, Node.js","Communication, Creativity",Kannada,"Python, Machine Learning",Cybersecurity,Office,Social,None,Employee of the Month,Problem Solving,Yes,Ethical Hacker
23,Female,Amalapuram,10th,BBA,Graduate,72.92,"Java, Python","Problem Solving, Time Management",English,,Marketing,Remote,Creative,None,Top Performer,Programming,Yes,Marketing Executive
29,Male,Chennai,12th,EEE,Student,70.32,"JavaScript, HTML/CSS, SQL","Problem Solving, Teamwork, Communication",English,GCP,Cybersecurity,Field Work,Analytical,None,Employee of the Month,Problem Solving,No,Ethical Hacker
22,Other,Chennai,MCA,EEE,Student,72.92,JavaScript,"Communication, Time Management","English, Tamil",,Cybersecurity,Office,Analytical,Internship at XYZ,Top Performer,Data Analysis,Yes,Security Engineer
23,Other,Mumbai,MBA,CSE,Graduate,94.66,"Data Analysis, JavaScript",Creativity,"Kannada, English",Full Stack Development,Marketing,Hybrid,Social,Internship at XYZ,Published Paper,Leadership,Yes,SEO Analyst
20,Male,Bangalore,10th,CSE,Graduate,90.54,Java,"Teamwork, Communication","Kannada, Tamil","AWS, GCP",Management,Remote,Analytical,None,Published Paper,Programming,Yes,Business Manager
19,Female,Delhi,M.Sc,CSE,Working Professional,98.9,"C++, Node.js","Creativity, Time Management, Leadership",Kannada,Azure,Data Science,Field Work,Creative,Internship at XYZ,Published Paper,Data Analysis,Yes,Data Analyst
25,Other,Delhi,MBA,IT,Working Professional,68.7,"SQL, C++","Leadership, Teamwork","Marathi, English",Azure,AI/ML,Remote,Creative,None,Top Performer,Programming,Yes,AI Researcher
25,Female,Bangalore,MCA,CSE,Graduate,95.6,"C++, React, Python",Communication,"Telugu, Kannada",,Data Science,Office,Analytical,None,Awarded Best Project,Leadership,No,Business Analyst
19,Other,Amalapuram,12th,ECE,Working Professional,61.2,"HTML/CSS, Python","Time Management, Leadership","Tamil, Marathi","Data Science, Full Stack Development",Software Development,Office,Social,Part-time Job,Employee of the Month,Leadership,Yes,Backend Developer
26,Other,Amalapuram,B.Tech,BBA,Graduate,93.94,HTML/CSS,"Creativity, Leadership","Hindi, Tamil","Python, Data Science",Marketing,Hybrid,Social,Freelance Project,Employee of the Month,Project Management,No,SEO Analyst
25,Female,Chennai,B.Sc,BBA,Working Professional,70.2,"Data Analysis, Python",Leadership,Tamil,"Machine Learning, Azure",Management,Field Work,Creative,Internship at XYZ,Awarded Best Project,Programming,Yes,Business Manager
18,Male,Vizag,10th,Commerce,Student,54.74,"JavaScript, React, C++","Leadership, Problem Solving, Teamwork",Kannada,,AI/ML,Remote,Technical,Internship at XYZ,Employee of the Month,Teamwork,Yes,AI Researcher
25,Other,Mumbai,MCA,IT,Graduate,60.38,HTML/CSS,Creativity,"Kannada, Marathi","Azure, GCP",Management,Field Work,Technical,Part-time Job,Published Paper,Programming,Yes,Business Manager
28,Female,Mumbai,10th,CSE,Working Professional,76.53,"SQL, JavaScript, Python",Time Management,Kannada,,Software Development,Hybrid,Analytical,Freelance Project,Published Paper,Project Management,Yes,Software Engineer
24,Other,Delhi,MCA,ECE,Graduate,72.07,"JavaScript, SQL","Leadership, Communication, Time Management",English,Python,Data Science,Remote,Social,Startup Experience,Hackathon Winner,Programming,No,Data Analyst
28,Female,Mumbai,MCA,Commerce,Student,64.18,"C++, JavaScript","Problem Solving, Creativity","Kannada, Telugu",Full Stack Development,Cybersecurity,Office,Social,Part-time Job,Awarded Best Project,Programming,Yes,Ethical Hacker
22,Male,Bangalore,12th,IT,Graduate,81.58,Python,"Communication, Creativity, Leadership","Kannada, English",,AI/ML,Field Work,Analytical,Freelance Project,Awarded Best Project,Problem Solving,No,Deep Learning Engineer
25,Female,Mumbai,M.Sc,Commerce,Student,70.6,"Python, Data Analysis, SQL",Leadership,"Telugu, Hindi",Full Stack Development,Software Development,Hybrid,Technical,Research Assistant,None,Project Management,Yes,Full Stack Developer
25,Female,Amalapuram,12th,BBA,Working Professional,98.49,"React, HTML/CSS, JavaScript","Time Management, Leadership, Communication",Hindi,"Data Science, Machine Learning",Data Science,Office,Creative,Part-time Job,Employee of the Month,Data Analysis,Yes,Data Analyst
26,Other,Amalapuram,10th,EEE,Working Professional,57.89,"C++, React",Teamwork,Telugu,"AWS, GCP",AI/ML,Office,Technical,Freelance Project,Hackathon Winner,Problem Solving,No,Deep Learning Engineer
27,Other,Amalapuram,M.Sc,Commerce,Graduate,53.25,"Python, JavaScript, C++",Time Management,Telugu,Azure,Design,Field Work,Creative,Research Assistant,Top Performer,Teamwork,Yes,Product Designer
30,Male,Mumbai,12th,CSE,Student,67.31,"Python, Node.js","Time Management, Creativity, Communication","Telugu, English",Python,Software Development,Remote,Technical,Research Assistant,Employee of the Month,Teamwork,No,Frontend Developer
30,Female,Amalapuram,B.Tech,EEE,Graduate,94.83,"SQL, Node.js, Java","Time Management, Problem Solving",Tamil,Python,Cybersecurity,Remote,Creative,Research Assistant,Top Performer,Project Management,No,Ethical Hacker
30,Female,Mumbai,MCA,EEE,Working Professional,85.99,"C++, JavaScript, Node.js","Problem Solving, Time Management",Kannada,"GCP, AWS",Cybersecurity,Hybrid,Analytical,Internship at XYZ,Top Performer,Problem Solving,No,Ethical Hacker
29,Female,Vizag,10th,EEE,Graduate,52.9,JavaScript,Leadership,Hindi,"GCP, AWS",Software Development,Remote,Technical,Research Assistant,Top Performer,Problem Solving,Yes,Software Engineer
19,Male,Bangalore,B.Tech,IT,Working Professional,94.65,"C++, JavaScript",Communication,"Hindi, Tamil",,Data Science,Field Work,Technical,Research Assistant,None,Leadership,Yes,Data Scientist
22,Female,Vizag,MCA,ECE,Graduate,91.32,"Java, SQL","Teamwork, Leadership",Kannada,,Marketing,Hybrid,Social,Freelance Project,Published Paper,Problem Solving,Yes,Marketing Executive
25,Other,Bangalore,MCA,Civil,Working Professional,83.66,"SQL, Node.js, Java","Leadership, Creativity, Teamwork","Marathi, Telugu",Full Stack Development,Management,Remote,Analytical,Research Assistant,Top Performer,Programming,No,Project Manager
28,Male,Vizag,M.Tech,EEE,Graduate,93.13,"Data Analysis, Java","Teamwork, Problem Solving, Time Management","Marathi, Tamil",,Software Development,Hybrid,Social,Freelance Project,Published Paper,Project Management,No,Backend Developer
23,Male,Chennai,B.Tech,Commerce,Working Professional,50.77,React,"Time Management, Leadership, Communication",Marathi,AWS,Software Development,Office,Technical,None,Awarded Best Project,Teamwork,No,Software Engineer
29,Male,Vizag,12th,IT,Working Professional,50.79,Node.js,"Time Management, Leadership","Tamil, Hindi","GCP, Data Science",Cybersecurity,Office,Technical,None,None,Teamwork,Yes,Security Engineer
28,Male,Chennai,M.Tech,IT,Graduate,72.26,HTML/CSS,"Problem Solving, Communication, Leadership","Tamil, Marathi",,Marketing,Office,Social,Research Assistant,Hackathon Winner,Problem Solving,No,SEO Analyst
22,Female,Hyderabad,MBA,Mechanical,Graduate,56.32,Python,"Creativity, Teamwork, Leadership",Tamil,"Python, GCP",Marketing,Office,Creative,Part-time Job,Hackathon Winner,Problem Solving,No,Marketing Executive
22,Other,Delhi,10th,Commerce,Working Professional,57.62,SQL,"Time Management, Leadership, Communication",Tamil,Azure,Software Development,Office,Technical,None,Published Paper,Teamwork,Yes,Backend Developer
26,Other,Vizag,MCA,Commerce,Student,97.17,"Python, Java, JavaScript","Problem Solving, Time Management",Hindi,Machine Learning,Cybersecurity,Field Work,Creative,Internship at XYZ,Top Performer,Project Management,No,Cybersecurity Analyst
30,Male,Mumbai,M.Tech,ECE,Graduate,50.18,HTML/CSS,"Time Management, Creativity, Communication",English,"Python, Machine Learning",Data Science,Remote,Social,Internship at XYZ,Awarded Best Project,Problem Solving,No,Data Analyst
19,Female,Pune,M.Sc,BBA,Working Professional,72.87,Data Analysis,"Leadership, Creativity, Problem Solving","Tamil, Kannada",,Cybersecurity,Office,Technical,None,Employee of the Month,Teamwork,Yes,Security Engineer
22,Male,Amalapuram,10th,ECE,Working Professional,80.26,C++,Communication,"Telugu, Marathi","Full Stack Development, Python",AI/ML,Field Work,Analytical,None,Published Paper,Teamwork,No,Deep Learning Engineer
29,Female,Amalapuram,M.Tech,CSE,Student,68.96,SQL,"Communication, Teamwork, Creativity","Tamil, English","GCP, Full Stack Development",Design,Remote,Technical,Internship at XYZ,Hackathon Winner,Problem Solving,Yes,Graphic Designer
18,Other,Vizag,MCA,BBA,Working Professional,76.65,"React, Python","Creativity, Leadership, Problem Solving",Marathi,"AWS, GCP",Cybersecurity,Field Work,Analytical,Internship at XYZ,Published Paper,Data Analysis,Yes,Security Engineer
30,Other,Pune,B.Sc,BBA,Graduate,92.48,Python,"Creativity, Leadership",Hindi,,AI/ML,Office,Social,Startup Experience,None,Teamwork,Yes,Machine Learning Engineer
25,Male,Bangalore,M.Sc,CSE,Student,87.38,"HTML/CSS, Data Analysis, C++","Creativity, Problem Solving","Kannada, Tamil",,Data Science,Hybrid,Social,Research Assistant,Hackathon Winner,Data Analysis,Yes,Business Analyst
26,Other,Mumbai,MBA,ECE,Student,70.91,"Data Analysis, SQL, JavaScript","Time Management, Leadership",Kannada,"AWS, Python",Design,Hybrid,Analytical,Part-time Job,Hackathon Winner,Problem Solving,No,Graphic Designer
26,Other,Chennai,M.Tech,Civil,Graduate,69.06,Data Analysis,Teamwork,"Kannada, Telugu","Full Stack Development, GCP",Management,Office,Social,Internship at XYZ,Published Paper,Data Analysis,Yes,Business Manager
24,Other,Hyderabad,M.Tech,Commerce,Working Professional,93.19,JavaScript,"Time Management, Creativity",Marathi,"Data Science, Machine Learning",Design,Office,Analytical,Research Assistant,Hackathon Winner,Project Management,No,Product Designer
21,Other,Hyderabad,10th,IT,Graduate,75.31,"SQL, React, Node.js",Problem Solving,Tamil,Full Stack Development,Software Development,Remote,Creative,Freelance Project,Hackathon Winner,Leadership,Yes,Full Stack Developer
28,Male,Chennai,B.Tech,Commerce,Working Professional,52.11,Data Analysis,"Time Management, Creativity","Tamil, Kannada",Python,Management,Remote,Analytical,Internship at XYZ,Employee of the Month,Data Analysis,No,Business Manager
21,Male,Delhi,B.Tech,IT,Student,64.52,"JavaScript, Data Analysis, React","Time Management, Teamwork","Kannada, Tamil",,Design,Remote,Technical,Part-time Job,Hackathon Winner,Problem Solving,No,Graphic Designer
22,Male,Delhi,B.Tech,EEE,Working Professional,68.24,JavaScript,"Problem Solving, Communication",English,"AWS, GCP",Design,Remote,Technical,Freelance Project,Published Paper,Problem Solving,Yes,Graphic Designer
30,Male,Pune,M.Tech,ECE,Working Professional,57.11,"HTML/CSS, SQL",Problem Solving,Hindi,Data Science,Marketing,Office,Creative,Internship at XYZ,Employee of the Month,Leadership,Yes,Digital Marketing Specialist
25,Other,Hyderabad,10th,CSE,Graduate,64.96,"Python, Node.js, React",Teamwork,"Kannada, Telugu","Data Science, AWS",Cybersecurity,Hybrid,Social,Freelance Project,Top Performer,Data Analysis,No,Security Engineer
19,Other,Amalapuram,B.Tech,IT,Working Professional,50.11,"SQL, React",Problem Solving,"Hindi, Tamil","AWS, Azure",Software Development,Hybrid,Analytical,Freelance Project,None,Data Analysis,No,Software Engineer
23,Male,Pune,M.Sc,IT,Student,73.15,"Node.js, HTML/CSS","Leadership, Creativity, Problem Solving",Tamil,"Python, Machine Learning",Marketing,Hybrid,Creative,None,Top Performer,Project Management,Yes,Digital Marketing Specialist
18,Male,Bangalore,M.Tech,CSE,Student,97.99,"Java, JavaScript, Node.js",Teamwork,"Tamil, Hindi",Machine Learning,Data Science,Field Work,Analytical,None,Top Performer,Leadership,No,Data Scientist
21,Male,Chennai,MCA,Mechanical,Graduate,73.43,Python,"Time Management, Communication",Kannada,GCP,Cybersecurity,Office,Creative,Part-time Job,Employee of the Month,Teamwork,No,Cybersecurity Analyst
22,Female,Pune,B.Tech,Commerce,Working Professional,57.57,"React, JavaScript","Communication, Creativity, Leadership","Kannada, Telugu",,Management,Remote,Creative,None,Employee of the Month,Leadership,Yes,Project Manager
